Aadhar Number/Unique ID,Name,Age,Annual Income (INR),Vehicle Ownership,Interest in EVs,Preferred Features,Financing Options,Region,Gender
565000000000,geeta,46,422217,1,High,Luxury Features,Low Interest,Region-26,Male
878000000000,mira,26,446101,1,High,Long Range,No Down Payment,Region-48,Male
595000000000,smt. anju,53,1051727,1,Medium,Long Range,Low Interest,Region-11,Male
382000000000,neha,65,389067,1,Medium,Luxury Features,Flexible EMI,Region-23,Female
226000000000,manisha,27,353520,1,Medium,Environment Friendly,Flexible EMI,Region-34,Male
181000000000,priti,36,1418629,1,High,Affordable Price,Flexible EMI,Region-33,Non-binary
468000000000,swati,73,351464,0,Medium,Luxury Features,Low Interest,Region-81,Male
690000000000,seema,48,453033,1,High,Environment Friendly,No Down Payment,Region-97,Female
264000000000,roshini praveen,34,1244339,1,Medium,Fast Charging,No Down Payment,Region-2,Male
131000000000,neha,26,1245229,1,High,Luxury Features,Low Interest,Region-61,Male
513000000000,anjali,62,1111789,3,Medium,Environment Friendly,Flexible EMI,Region-4,Female
119000000000,afsana,50,1326713,0,High,Luxury Features,No Down Payment,Region-12,Female
214000000000,shilpa,51,432316,1,High,Fast Charging,Low Interest,Region-29,Female
793000000000,sudha kumari,62,367952,1,High,Fast Charging,No Down Payment,Region-42,Female
256000000000,afrin,41,1396637,0,Medium,Affordable Price,Flexible EMI,Region-83,Male
882000000000,sabnam,26,1092922,0,Medium,Fast Charging,Flexible EMI,Region-57,Non-binary
259000000000,batloon w/o garib ulla,24,814072,2,Low,Fast Charging,No Down Payment,Region-50,Male
98106594006,monika,33,1865647,1,High,Affordable Price,Low Interest,Region-66,Female
636000000000,anjum devi,36,1950083,1,High,Luxury Features,Low Interest,Region-7,Male
865000000000,smt dhapa devi,56,1212737,1,High,Luxury Features,No Down Payment,Region-57,Female
552000000000,priti,23,1373568,2,High,Affordable Price,Flexible EMI,Region-46,Male
864000000000,yogita,67,1986018,1,High,Luxury Features,Low Interest,Region-22,Male
462000000000,mohini,68,554166,2,High,Luxury Features,No Down Payment,Region-11,Female
788000000000,samsad,28,476010,1,Medium,Environment Friendly,No Down Payment,Region-33,Female
321000000000,sama,29,1079375,1,Medium,Affordable Price,Flexible EMI,Region-54,Male
913000000000,kusum,59,618393,0,Medium,Affordable Price,Flexible EMI,Region-20,Female
143000000000,maya,30,1262239,2,High,Long Range,Low Interest,Region-5,Male
838000000000,jassi,29,1976177,1,Medium,Environment Friendly,Low Interest,Region-68,Female
593000000000,raj kumari,38,1661454,1,Medium,Luxury Features,Low Interest,Region-14,Female
906000000000,arti,27,505532,0,High,Long Range,Flexible EMI,Region-3,Female
509000000000,priyanka,37,949914,1,Medium,Environment Friendly,No Down Payment,Region-82,Male
207000000000,priya,67,1014967,0,Low,Luxury Features,Low Interest,Region-58,Male
909000000000,maya,53,1410428,1,Low,Environment Friendly,Low Interest,Region-27,Female
28587816907,yashoda,45,1376956,2,Medium,Fast Charging,Low Interest,Region-4,Female
389000000000,susila gudiya,41,777563,1,Medium,Luxury Features,No Down Payment,Region-67,Male
852000000000,kajal,22,1419833,0,Medium,Environment Friendly,Low Interest,Region-64,Female
766000000000,kumari shivani,54,472263,3,High,Environment Friendly,Low Interest,Region-91,Female
681000000000,ramaiya,29,1615650,2,Medium,Long Range,Flexible EMI,Region-92,Female
331000000000,kamli,52,1225336,1,Medium,Environment Friendly,Flexible EMI,Region-86,Male
312000000000,munbura bibi,57,813279,1,Low,Fast Charging,Flexible EMI,Region-42,Female
725000000000,laxmi,71,1004914,2,High,Fast Charging,No Down Payment,Region-29,Non-binary
27274627195,bulbul devi,19,1043847,1,High,Environment Friendly,Flexible EMI,Region-80,Female
96957348047,radha,67,616161,1,Medium,Luxury Features,Low Interest,Region-35,Female
470000000000,rajni,58,1799090,1,Medium,Long Range,Low Interest,Region-19,Female
186000000000,rupa,62,744605,0,High,Luxury Features,No Down Payment,Region-94,Male
290000000000,kumkum,56,1028666,2,Medium,Environment Friendly,No Down Payment,Region-79,Female
60392709998,ruksana bano with her son or daughter,59,456597,1,High,Fast Charging,Low Interest,Region-69,Female
446000000000,priyanka bagcdani d/o gulab bagcdani r/o 11/95 c.h,26,1823884,1,Medium,Affordable Price,No Down Payment,Region-31,Female
813000000000,nisha,39,904918,0,Medium,Long Range,Low Interest,Region-43,Male
35311555387,kiran,64,1290975,1,High,Luxury Features,Flexible EMI,Region-95,Male
333000000000,sweety,22,855568,1,Medium,Fast Charging,Low Interest,Region-73,Female
704000000000,gulafsa khatun,29,1996994,1,High,Luxury Features,No Down Payment,Region-77,Male
251000000000,pooja,18,1490888,1,Medium,Environment Friendly,Flexible EMI,Region-21,Male
37701231677,pooja,61,762757,0,High,Luxury Features,Low Interest,Region-95,Female
8896786664,pooja,39,1092976,0,Low,Long Range,No Down Payment,Region-65,Male
730000000000,priyanka,55,1013341,1,High,Affordable Price,No Down Payment,Region-77,Male
386000000000,captain,68,1234836,1,Medium,Affordable Price,Flexible EMI,Region-34,Male
159000000000,aarti,36,457908,0,Medium,Environment Friendly,Low Interest,Region-61,Male
194000000000,kumari priyanka agarwal,33,576532,0,High,Long Range,Low Interest,Region-36,Female
660000000000,rekha @ boby,48,544335,2,High,Affordable Price,No Down Payment,Region-80,Male
124000000000,aarti,68,825982,0,High,Fast Charging,Flexible EMI,Region-74,Male
348000000000,akansha,20,1476303,2,High,Luxury Features,Low Interest,Region-41,Non-binary
391000000000,kritika@kittu,40,1304181,1,Medium,Environment Friendly,Flexible EMI,Region-34,Female
356000000000,sefali @ sweta,59,937345,1,Medium,Fast Charging,No Down Payment,Region-25,Female
905000000000,khshbu,35,1872464,0,High,Environment Friendly,Low Interest,Region-57,Male
159000000000,heena,43,1660014,2,Medium,Long Range,No Down Payment,Region-65,Female
1780199660,sangeeta,30,863057,0,Low,Environment Friendly,Low Interest,Region-76,Female
873000000000,sunaki w/o kallu,35,732636,1,Low,Affordable Price,No Down Payment,Region-22,Male
498000000000,paramjeet kaur,20,1724009,0,High,Long Range,Low Interest,Region-60,Male
926000000000,sangeet,40,1451461,2,High,Environment Friendly,Flexible EMI,Region-54,Female
128000000000,shalu,20,1910719,2,Medium,Fast Charging,Low Interest,Region-22,Female
951000000000,neelima,72,1843983,1,High,Long Range,Low Interest,Region-61,Male
828000000000,deepti,42,871934,1,High,Long Range,No Down Payment,Region-66,Male
603000000000,rajkumari,44,1783044,1,High,Environment Friendly,Low Interest,Region-45,Male
95221516816,pooja kanwar,61,1751627,2,High,Environment Friendly,Low Interest,Region-72,Female
677000000000,heena,44,413947,1,Medium,Long Range,Low Interest,Region-97,Female
864000000000,meena,69,310910,2,Medium,Luxury Features,No Down Payment,Region-69,Female
880000000000,rizwana khatun,56,907045,1,High,Luxury Features,Low Interest,Region-64,Female
757000000000,madhuri,42,784365,0,Medium,Affordable Price,Flexible EMI,Region-10,Female
378000000000,gulnanj,41,1052249,0,Medium,Long Range,Flexible EMI,Region-67,Female
677000000000,pinki,25,1094895,1,Medium,Luxury Features,No Down Payment,Region-11,Female
177000000000,rajni,26,444408,1,Low,Fast Charging,Low Interest,Region-94,Female
66178542500,archana,63,1899398,0,Low,Long Range,No Down Payment,Region-28,Female
528000000000,rajni devi,54,957729,0,Medium,Luxury Features,Low Interest,Region-5,Female
834000000000,radha,47,1767173,1,Low,Environment Friendly,No Down Payment,Region-12,Female
596000000000,rinki,70,1198728,0,High,Fast Charging,Low Interest,Region-44,Female
596000000000,dipti,36,647238,0,Medium,Affordable Price,Low Interest,Region-93,Female
598000000000,kiran,70,1840978,2,Medium,Luxury Features,No Down Payment,Region-90,Female
523000000000,araddhna,33,1838282,1,Medium,Environment Friendly,No Down Payment,Region-93,Male
736000000000,bharti,41,587551,0,High,Fast Charging,No Down Payment,Region-29,Male
933000000000,ku dolly,61,1148984,1,High,Fast Charging,Low Interest,Region-78,Female
781000000000,meena devi,38,1515587,2,High,Affordable Price,No Down Payment,Region-36,Female
526000000000,payal,53,916591,1,Medium,Environment Friendly,Low Interest,Region-35,Male
139000000000,divya kawar,57,1285080,0,Low,Luxury Features,Flexible EMI,Region-8,Male
536000000000,laxmi kumari,56,1607729,2,High,Long Range,Flexible EMI,Region-16,Female
559000000000,babli,64,1306156,1,Low,Fast Charging,Low Interest,Region-43,Male
587000000000,muskan urf suman,23,1767962,1,High,Luxury Features,Low Interest,Region-69,Male
307000000000,neha,22,896196,1,Low,Long Range,No Down Payment,Region-16,Male
398000000000,rekha,31,424506,1,Low,Luxury Features,Low Interest,Region-56,Female
906000000000,badrunisha,70,584513,1,High,Luxury Features,Low Interest,Region-41,Female
262000000000,neelam,62,1290602,2,High,Fast Charging,Flexible EMI,Region-77,Male
702000000000,poonam,59,1262048,1,High,Fast Charging,No Down Payment,Region-8,Female
392000000000,kanchan,67,340733,2,Low,Luxury Features,No Down Payment,Region-54,Male
810000000000,pinki,21,1062129,1,Medium,Luxury Features,Low Interest,Region-90,Male
202000000000,varsa,25,955949,1,Medium,Affordable Price,No Down Payment,Region-5,Male
53069413593,shukla vishwas,41,1025959,1,High,Long Range,Flexible EMI,Region-9,Male
85973470485,ekta chauhan,28,1171985,0,Low,Environment Friendly,Flexible EMI,Region-66,Female
179000000000,pooja kumari,34,1039270,0,High,Environment Friendly,Flexible EMI,Region-71,Male
242000000000,asha,67,1699155,1,High,Affordable Price,Low Interest,Region-30,Female
646000000000,simran,38,1397584,1,High,Luxury Features,Low Interest,Region-81,Female
733000000000,minakshi,74,823343,0,Medium,Luxury Features,Flexible EMI,Region-95,Non-binary
690000000000,nasima @ reshma,43,891082,1,High,Affordable Price,Flexible EMI,Region-65,Male
199000000000,rajesh,60,1427710,0,Medium,Environment Friendly,No Down Payment,Region-92,Male
558000000000,madhuri,65,1663610,2,High,Fast Charging,No Down Payment,Region-30,Male
90248439513,kajal,61,677403,0,Medium,Fast Charging,No Down Payment,Region-47,Male
600000000000,juneb bano,62,1783296,1,Medium,Luxury Features,No Down Payment,Region-95,Male
127000000000,parerna,44,1795166,1,High,Long Range,Flexible EMI,Region-88,Male
436000000000,alka,33,1640124,1,High,Environment Friendly,No Down Payment,Region-31,Female
571000000000,manju devi,72,627367,0,Medium,Long Range,Flexible EMI,Region-60,Female
678000000000,anita,43,1328512,1,High,Luxury Features,Flexible EMI,Region-75,Male
461000000000,gungun,70,1087069,2,High,Environment Friendly,Low Interest,Region-80,Male
666000000000,neelam,50,1045512,1,Medium,Fast Charging,No Down Payment,Region-9,Male
691000000000,monika,48,1713906,1,High,Fast Charging,Flexible EMI,Region-94,Female
541000000000,sonia tiwari,65,577972,1,Medium,Long Range,Low Interest,Region-76,Female
374000000000,muskan,64,484616,0,High,Environment Friendly,Low Interest,Region-54,Female
340000000000,priynka,23,784948,0,High,Luxury Features,Flexible EMI,Region-61,Female
350000000000,smt.kiswar jahan,61,926264,2,Medium,Affordable Price,Flexible EMI,Region-64,Female
24970040451,muskan,25,869385,2,High,Affordable Price,No Down Payment,Region-80,Female
192000000000,vandhna,24,937559,1,High,Affordable Price,No Down Payment,Region-97,Female
44294934663,kanchan,51,856490,1,Medium,Luxury Features,Flexible EMI,Region-6,Female
815000000000,santosh bai,61,1377280,1,High,Affordable Price,Flexible EMI,Region-45,Female
803000000000,munni khatun,70,1439987,0,Medium,Long Range,Low Interest,Region-65,Female
922000000000,smt. annpurna,31,847929,1,Low,Fast Charging,Low Interest,Region-77,Female
836000000000,saneha,33,1648199,2,Medium,Affordable Price,Low Interest,Region-37,Female
717000000000,hemlata,60,509843,1,High,Fast Charging,Low Interest,Region-99,Male
653000000000,monika rani,69,1108459,1,Medium,Long Range,Low Interest,Region-90,Male
667000000000,neha,26,1315967,0,High,Environment Friendly,No Down Payment,Region-73,Male
786000000000,reema jha,27,605056,0,High,Environment Friendly,Low Interest,Region-17,Male
365000000000,kumari meera,34,806313,1,Low,Luxury Features,Flexible EMI,Region-99,Male
113000000000,raj kumari,29,670371,3,High,Fast Charging,No Down Payment,Region-25,Male
178000000000,yashika,23,785774,2,High,Luxury Features,Low Interest,Region-50,Male
585000000000,aarti,36,502546,2,High,Affordable Price,Low Interest,Region-71,Male
168000000000,tapsam,60,428773,1,Low,Luxury Features,Low Interest,Region-31,Male
583000000000,sapna,58,409658,1,High,Long Range,Flexible EMI,Region-32,Female
86131963253,khusboo,70,866980,3,High,Luxury Features,Low Interest,Region-48,Female
981000000000,ishika,46,1971748,1,Medium,Affordable Price,Flexible EMI,Region-83,Female
872000000000,partibha,23,856497,2,Medium,Affordable Price,Flexible EMI,Region-17,Male
203000000000,narbada,42,1012923,1,Medium,Long Range,Low Interest,Region-61,Female
108000000000,kumari manju,74,1143170,1,Low,Fast Charging,Low Interest,Region-57,Female
841000000000,anita,41,1647962,1,High,Environment Friendly,No Down Payment,Region-57,Female
279000000000,rinku kumari,42,1227445,1,High,Long Range,No Down Payment,Region-70,Female
548000000000,pooja,33,1224577,0,High,Environment Friendly,No Down Payment,Region-89,Female
773000000000,sandhya,69,407966,1,Medium,Long Range,Flexible EMI,Region-33,Female
430000000000,renu,33,993187,2,High,Long Range,Low Interest,Region-19,Male
55283609836,deepika,23,477297,1,Low,Luxury Features,No Down Payment,Region-15,Female
794000000000,kanchan,54,992456,0,Low,Luxury Features,Flexible EMI,Region-35,Non-binary
979000000000,spana,38,1005906,1,High,Luxury Features,No Down Payment,Region-49,Female
873000000000,sapna,21,1739977,1,Low,Long Range,No Down Payment,Region-96,Male
624000000000,rita roy,51,630453,1,High,Luxury Features,Low Interest,Region-36,Female
528000000000,manju,45,910784,1,Medium,Long Range,Low Interest,Region-96,Female
29537412328,reshma,55,985628,1,Medium,Luxury Features,Flexible EMI,Region-96,Female
510000000000,samaiali,58,1060397,1,Medium,Environment Friendly,Low Interest,Region-54,Male
661000000000,heena,45,410078,0,Medium,Fast Charging,No Down Payment,Region-36,Female
956000000000,manju devi,34,1444818,1,Medium,Luxury Features,Flexible EMI,Region-53,Female
514000000000,priyanka sagar,31,743092,1,Low,Affordable Price,Flexible EMI,Region-60,Male
496000000000,samreen,24,1182479,0,Medium,Fast Charging,Flexible EMI,Region-98,Female
640000000000,himanshi,39,988839,1,High,Affordable Price,Flexible EMI,Region-74,Female
349000000000,mamta,68,428863,1,Low,Fast Charging,Low Interest,Region-44,Male
722000000000,reena,18,340478,2,Low,Luxury Features,No Down Payment,Region-33,Male
502000000000,pankaj,46,459574,1,Medium,Environment Friendly,Low Interest,Region-44,Female
582000000000,roshan,69,1075128,1,Medium,Luxury Features,Low Interest,Region-55,Male
436000000000,gul afshan,48,1624114,1,Low,Long Range,Flexible EMI,Region-74,Male
893000000000,shana,47,1578342,0,Low,Affordable Price,Low Interest,Region-44,Female
417000000000,nagma,74,964622,1,High,Fast Charging,Low Interest,Region-51,Male
774000000000,usha devi,32,1353063,2,Medium,Environment Friendly,No Down Payment,Region-99,Female
281000000000,mamta,35,982701,1,Low,Affordable Price,Flexible EMI,Region-86,Female
680000000000,tanuja,52,558432,1,High,Environment Friendly,Low Interest,Region-51,Male
21230098623,rishu,67,1457500,0,Medium,Affordable Price,Flexible EMI,Region-87,Male
596000000000,gunjan verna,47,1755362,2,Medium,Luxury Features,No Down Payment,Region-7,Male
276000000000,noor jala,51,881556,2,High,Long Range,Low Interest,Region-85,Female
542000000000,varsha,59,1378181,0,High,Affordable Price,No Down Payment,Region-1,Male
976000000000,anjali,28,1944466,1,Medium,Environment Friendly,No Down Payment,Region-13,Male
63062825362,khusbhu,44,1548756,0,High,Luxury Features,Flexible EMI,Region-73,Female
266000000000,khusbhu,41,1164638,1,High,Fast Charging,Flexible EMI,Region-48,Female
660000000000,reshma,52,1277602,0,Medium,Fast Charging,Flexible EMI,Region-84,Male
318000000000,sushma,56,393375,0,Medium,Luxury Features,Low Interest,Region-47,Female
633000000000,lakhi devi,25,1790499,0,High,Fast Charging,Flexible EMI,Region-47,Male
403000000000,nayana kumari,68,1004388,2,Medium,Environment Friendly,Low Interest,Region-10,Male
472000000000,nirmal,35,1929785,2,Medium,Long Range,No Down Payment,Region-26,Male
502000000000,bhawana,30,622904,0,High,Luxury Features,Flexible EMI,Region-50,Female
350000000000,preeti,62,1940711,1,Medium,Long Range,No Down Payment,Region-47,Male
993000000000,reema,41,1970411,0,Medium,Long Range,Flexible EMI,Region-44,Female
310000000000,jamrujaha,68,1654559,0,High,Luxury Features,No Down Payment,Region-1,Female
635000000000,anju devi,40,1912537,2,Low,Affordable Price,Low Interest,Region-63,Female
411000000000,puja,29,827930,0,Medium,Environment Friendly,No Down Payment,Region-17,Male
486000000000,durga devi,66,807866,1,High,Luxury Features,Low Interest,Region-17,Female
156000000000,ruchi,47,1662481,1,High,Environment Friendly,Flexible EMI,Region-39,Male
